date,county,fips,cases,deaths,never,rarely,sometimes,frequently,always,year,region,population,prop_diabetes,chd_hosp,ob_prev_adj,hypertension_hosp,prop_edu_less_high_school,prop_edu_less_college,prop_food_stamp_snap_recip,median_hhi,income_inequal,prop_poverty,unemployment_rate,annual_pm2_5,prop_uninsured,prop_medicaid_eligible,p_nonwhite,p_white,pop_per_sq_mile,housing_per_sq_mile,prevalence
2020-07-05,Harnett,37085,698,30,0.031,0.069,0.06,0.129,0.711,2020,Eastern North Carolina,133912,11.6,118.6,33.5,210.4,13.8,79.7,16.5,51.1,0.426,16.1,4.8,10.9,12.5,21,37.62498696112179,62.375013038878215,192.7,78.5,0.005212378278272299
2020-07-05,Haywood,37087,98,0,0.077,0.039,0.03,0.188,0.666,2020,Western North Carolina,62281,8.7,66.9,29.4,136.6,12.2,75.7,17.3,45.3,0.455,15.9,3.9,8.7,11.4,22.9,6.686998757483339,93.31300124251666,106.6,63.1,0.0015735135916250542
2020-07-05,Henderson,37089,703,50,0.014,0.028,0.042,0.201,0.715,2020,Western North Carolina,116567,7.2,52,29.5,113.3,10.5,68.8,11,53.6,0.434,12.2,3.6,9.2,14.2,18.1,15.898345153664303,84.10165484633569,286.1,146.6,0.00603086636869783
2020-07-05,Hertford,37091,170,10,0.02,0.007,0.06,0.217,0.696,2020,Eastern North Carolina,21258,19.2,90.3,40.5,209,20,84.7,26.1,35.4,0.46,26.1,5.6,9.1,11.7,29.8,66.46519294982882,33.53480705017118,69.9,30.1,0.007996989368708251
2020-07-05,Hoke,37093,403,3,0.009,0.047,0.092,0.236,0.616,2020,Eastern North Carolina,52507,12.7,116.8,32.1,231.6,14.6,81.7,20.3,46,0.419,19.5,5.6,10.4,16.2,23.6,59.48068073917172,40.51931926082828,120.2,46.6,0.0076751671205743995
2020-07-05,Hyde,37095,17,0,0.133,0.03,0.08,0.259,0.498,2020,Eastern North Carolina,4589,18.1,64.4,30.9,129.6,20.6,92.8,17.2,37.9,0.389,22.3,7.5,7.8,14.3,22.5,39.330783938814534,60.66921606118547,9.5,5.5,0.0037045107866637613
2020-07-05,Iredell,37097,890,7,0.08,0.051,0.106,0.219,0.544,2020,Central North Carolina,188271,10.4,66.6,29.3,148.2,11.3,73.1,9.1,56.3,0.474,10.6,4,10.9,12.1,17.6,23.275702636814525,76.72429736318549,277.8,120.3,0.004727228303881108
2020-07-05,Jackson,37099,138,1,0.077,0.065,0.067,0.176,0.616,2020,Western North Carolina,42810,7,58.7,29.1,122.3,12,69.5,13.6,44,0.453,20.9,4.5,8.4,17.6,18.9,17.924158146190596,82.07584185380941,82.1,52.9,0.0032235459004905397
2020-07-05,Johnston,37101,1715,33,0.032,0.022,0.113,0.151,0.682,2020,Eastern North Carolina,218202,8.8,119,32.6,186.1,14.4,78.3,16.1,55.2,0.417,13.2,3.9,10.4,12.9,22.2,31.78290366350068,68.21709633649931,213.4,85.5,0.007859689645374469
2020-07-05,Jones,37103,36,3,0.064,0.051,0.208,0.233,0.445,2020,Eastern North Carolina,9149,27.2,77.5,34.4,157.3,18.2,85.8,23,38.9,0.459,21.5,4.1,9.5,13.8,24.4,37.11736017432811,62.882639825671895,21.6,10.3,0.0039348562684446385
2020-07-05,Lee,37105,869,8,0.066,0.102,0.081,0.115,0.636,2020,Central North Carolina,63551,9.8,89.6,30.7,177.4,18,78.8,19.2,46.7,0.439,16.9,5,10.5,14.7,24.3,41.27286337303912,58.727136626960885,227,94.7,0.01367405705653727
2020-07-05,Lenoir,37107,380,11,0.109,0.041,0.112,0.228,0.51,2020,Eastern North Carolina,54924,15.3,98.4,34.5,190.2,19.9,86.5,25.3,39.3,0.468,20.6,4.5,10.3,14,29.8,50.26618550807489,49.73381449192511,148.5,68.5,0.0069186512271502435
2020-07-05,Lincoln,37109,300,1,0.029,0.09,0.084,0.234,0.563,2020,Central North Carolina,87298,10.1,71.7,31.1,149.4,15.6,79.8,13.8,50.7,0.454,12.7,3.8,10.8,11.1,18.3,14.063507222155902,85.9364927778441,262.7,112.9,0.0034365048454718322
2020-07-05,Macon,37113,289,1,0.153,0.039,0.085,0.182,0.541,2020,Western North Carolina,37022,10.3,35.2,31.3,59.8,12.5,77.8,16.4,41.1,0.489,16.4,4.4,8.6,16.6,22.5,10.384015870766614,89.61598412923338,65.8,49,0.007806169304737724
2020-07-05,Madison,37115,16,0,0.016,0.034,0.08,0.178,0.692,2020,Western North Carolina,21181,5.1,59.8,29.4,114.1,15.4,74.1,17,40.8,0.462,18.8,4.2,8.8,12.3,24.8,5.127969489500528,94.87203051049947,46.2,23.6,7.55393985175393e-4
2020-07-05,Martin,37117,143,4,0.084,0.089,0.071,0.15,0.605,2020,Eastern North Carolina,21902,10,85.4,39.8,193.3,16.6,84.2,24.5,35.6,0.485,22.5,5.5,8.9,11.6,30.1,47.4659256318645,52.53407436813551,53.1,25.4,0.006529084101908502
2020-07-05,McDowell,37111,267,2,0.075,0.114,0.105,0.143,0.563,2020,Western North Carolina,44471,10.4,70.1,36.5,140.5,17.5,84.1,20.8,41.4,0.427,18.4,3.9,9.2,13.7,26.6,11.846529105412355,88.15347089458766,102.1,47.2,0.006003912662184345
2020-07-05,Mecklenburg,37119,12806,155,0.029,0.037,0.075,0.166,0.694,2020,Central North Carolina,1118744,8.7,53.8,26,128.2,10.1,55.9,14.9,63.2,0.49,12.3,4.1,11.3,12.1,19.5,52.67972147388109,47.32027852611891,1755.5,760.7,0.011446765301087649
2020-07-05,Mitchell,37121,44,0,0.096,0.035,0.146,0.154,0.569,2020,Western North Carolina,14875,14,44.5,29.8,75.7,17.3,81.9,15.6,42.5,0.413,16.4,5.1,8.5,13.3,24.5,7.526666666666666,92.47333333333333,70.4,39.3,0.002957983193277311
2020-07-05,Montgomery,37123,343,7,0.027,0.056,0.078,0.184,0.655,2020,Central North Carolina,25685,12.5,91.2,31.6,165.9,22.1,86,18.9,40.4,0.469,21.4,4.4,9.7,15.4,28.5,36.26929705548018,63.73070294451983,56.5,32.4,0.013354097722406073
2020-07-05,Moore,37125,530,13,0.039,0.105,0.041,0.237,0.578,2020,Central North Carolina,100535,8.6,71.6,28,141.7,9.8,64,11.1,54.5,0.466,11.4,4.2,10.4,11.5,17.3,21.780061206704364,78.21993879329564,126.5,63,0.005271795891977918
2020-07-05,Nash,37127,525,6,0.044,0.032,0.038,0.212,0.673,2020,Eastern North Carolina,95251,12.8,102.7,36.7,183.2,14.9,79.7,19.1,47.4,0.469,16.5,6.2,10.5,11.8,25.5,50,50,177.3,78.2,0.005511753157447166
2020-07-05,New Hanover,37129,1118,7,0.019,0.032,0.032,0.25,0.667,2020,Eastern North Carolina,226885,6.8,73,24,149.2,7.7,61.1,13.1,51.4,0.493,17.3,3.9,8.4,10.9,17.1,21.62747444828091,78.37252555171908,1058.1,529.6,0.004927606496683342
2020-07-05,Northampton,37131,190,15,0.017,0.003,0.067,0.201,0.712,2020,Eastern North Carolina,17344,18.1,101.6,34.6,218.8,21.9,87.2,27.9,35.7,0.447,22.4,5.9,9.6,12,32.7,60.688147997560485,39.311852002439515,41.2,21.8,0.01095479704797048
2020-07-05,Onslow,37133,345,3,0.039,0.039,0.159,0.254,0.509,2020,Eastern North Carolina,205421,11,89.5,28.7,161.2,8.6,79.8,12.3,47.2,0.407,13.7,4.7,9.5,9.6,14.8,32.34724280792987,67.65275719207014,233.1,89.4,0.0016794777554388306
2020-07-05,Orange,37135,813,42,0.01,0.02,0.028,0.142,0.801,2020,Central North Carolina,148613,5.6,46.9,24.5,99.8,7.4,42.4,8.2,65.3,0.511,12.8,3.7,10.7,10.2,11,29.446609188711676,70.55339081128832,336.2,139.7,0.005470584672942475
2020-07-05,Pamlico,37137,25,0,0.036,0.057,0.181,0.243,0.482,2020,Eastern North Carolina,12259,12,69.2,33.6,128.1,14,80.6,15.8,43.9,0.433,18.5,4.5,8.6,13.4,19.6,25.00394632991318,74.99605367008681,39.1,22.4,0.0020393180520433965
2020-07-05,Pasquotank,37139,220,17,0.067,0.021,0.11,0.238,0.563,2020,Eastern North Carolina,40668,10,91.7,39.1,177,13.8,79.6,20.4,43.7,0.454,17,5.3,8.5,12,23.4,44.69588031988698,55.30411968011302,179.2,74.2,0.005409658699714763
2020-07-05,Pender,37141,298,2,0.05,0.035,0.142,0.169,0.603,2020,Eastern North Carolina,60719,15,79.4,30.4,153.3,13.2,74.4,15.7,50.4,0.477,15,4.4,9.4,13.4,22.2,23.869888356230497,76.13011164376951,60,30.7,0.0049078542136728204
2020-07-05,Perquimans,37143,37,2,0.036,0.014,0.154,0.299,0.498,2020,Eastern North Carolina,13017,13.1,83.8,33.1,149.2,13.6,80.3,19.7,45.1,0.458,16.9,5.4,8.5,12.4,22.2,27.007897481746383,72.9921025182536,54.4,28.3,0.0028424368133978645
2020-07-05,Person,37145,117,1,0.01,0.008,0.07,0.166,0.746,2020,Central North Carolina,39082,7.4,84.4,30.7,156.6,14.7,84.7,18.9,48,0.45,15.4,4.4,10.1,12.5,22.9,33.20171108917407,66.79828891082593,100.6,46.4,0.0029937055421933373
2020-07-05,Pitt,37147,804,6,0.034,0.065,0.085,0.204,0.612,2020,Eastern North Carolina,171065,9.5,91.1,33.4,190.3,10.7,69.1,18.8,45.9,0.502,21.5,4.9,9.8,12.3,20.5,44.897006347477124,55.10299365252287,257.9,115,0.004699967848478649
2020-07-05,Polk,37149,79,4,0.018,0.115,0.105,0.263,0.499,2020,Western North Carolina,19363,11,34.1,29.5,70.8,10.4,68.1,12.4,47.2,0.451,14.5,4,9.5,12.4,17.5,11.610305176847314,88.38969482315268,86.3,48.1,0.004079946289314672
2020-07-05,Randolph,37151,1295,31,0.066,0.078,0.105,0.138,0.613,2020,Central North Carolina,143945,9.7,74.2,33.8,153.5,19.4,84.7,16.8,45.9,0.424,14.4,4.2,10.9,15.3,23,20.338190874148072,79.66180912585193,181.1,78,0.008996491715585813
2020-07-05,Richmond,37153,320,7,0.05,0.039,0.145,0.153,0.612,2020,Central North Carolina,42966,17.4,122.4,38.3,229,19.8,85.7,30,35.4,0.478,24.9,5.8,10.2,13.7,34.2,42.417626484282756,57.582373515717244,98.4,43.8,0.007447749383233254
2020-07-05,Robeson,37155,1332,39,0.062,0.031,0.116,0.165,0.626,2020,Eastern North Carolina,116362,14.9,123.3,37.8,249.5,22.9,87.2,32.6,34.4,0.488,27.8,6.2,10.1,18.4,37.6,74.2344365134149,25.765563486585098,141.3,55.6,0.011447035973943384
2020-07-05,Rockingham,37157,261,2,0.125,0.094,0.124,0.111,0.546,2020,Central North Carolina,90939,12,83.1,35.2,160.8,18.8,85.3,19.3,41.6,0.437,18.1,5.1,10.3,13.6,24.7,26.699746388797003,73.300253611203,165.6,77.3,0.0028700557516577047
2020-07-05,Rowan,37159,1325,43,0.086,0.065,0.131,0.175,0.542,2020,Central North Carolina,147300,12.3,70.4,33.4,148.1,15.5,81.6,17.5,48,0.45,16.5,4.4,10.6,12.7,24.5,27.44899548356954,72.55100451643047,270.7,117.7,0.008995247793618466
2020-07-05,Rutherford,37161,328,10,0.045,0.17,0.098,0.156,0.532,2020,Western North Carolina,64301,10.5,65.4,29.5,133.7,18.6,82.7,21.8,38.7,0.453,18.6,5.9,10.1,13.9,26.3,15.968335677730225,84.03166432226978,120.2,60.1,0.005101009315562744
2020-07-05,Sampson,37163,1100,6,0.006,0.005,0.084,0.197,0.708,2020,Eastern North Carolina,58873,13.1,111.5,31.9,197.3,22.7,87.5,21.6,41.5,0.484,19.6,4.6,10.7,18.8,31.4,48.972118316411525,51.027881683588475,67.1,28.8,0.01868428651504085
2020-07-05,Scotland,37165,149,2,0.137,0.029,0.178,0.199,0.458,2020,Eastern North Carolina,34051,16.7,96,35.5,178.5,21.6,84.1,31.6,35.1,0.466,27.6,7.8,10.2,13.4,36.4,55.828784831944844,44.171215168055156,113.4,47.7,0.004375789257290535
2020-07-05,Stanly,37167,468,5,0.029,0.083,0.097,0.217,0.574,2020,Central North Carolina,62415,7.8,86.9,28.5,153.4,14.8,83.5,16,49.1,0.425,13.1,3.9,10.5,12,22.1,18.638743455497384,81.36125654450261,153.3,68.6,0.007498197548666186
2020-07-05,Stokes,37169,139,1,0.015,0.034,0.116,0.247,0.588,2020,Central North Carolina,44498,11,82.2,30.2,164.8,16.9,86.1,14.2,48.1,0.419,12.4,4.2,9.8,11.7,19.1,8.019002793234653,91.98099720676535,105.6,48.8,0.0031237358982426178
2020-07-05,Surry,37171,503,2,0.019,0.041,0.1,0.382,0.458,2020,Central North Carolina,71169,12.1,87.2,31.8,156.2,21.7,83.5,18.8,38.8,0.47,17,4,9.6,15,25.4,15.750264079613055,84.24973592038695,138.4,63.3,0.007067683963523444
2020-07-05,Swain,37173,59,1,0.079,0.061,0.086,0.247,0.528,2020,Western North Carolina,14098,11,72.8,29.1,143,19.6,85,17.6,39,0.483,16.7,4.4,8.4,18.1,30.9,36.72867672867673,63.271323271323276,26.5,16.5,0.004184990778833877
2020-07-05,Transylvania,37175,30,1,0.025,0.013,0.047,0.224,0.691,2020,Western North Carolina,32946,6.6,30.7,27.2,56.1,12.5,70.1,15.9,44.6,0.443,16.6,4.2,8.7,14,19.2,8.73593453163817,91.26406546836184,87.4,50.6,9.105809506465125e-4
2020-07-05,Tyrrell,37177,13,0,0.054,0.016,0.103,0.301,0.527,2020,Eastern North Carolina,3264,10.9,59.9,34.5,107.2,25.6,92.4,21.2,33.7,0.45,27.3,7,7.9,17.4,23.1,49.74582425562818,50.25417574437182,11.3,5.3,0.003982843137254902
2020-07-05,Union,37179,1452,25,0.06,0.045,0.067,0.213,0.615,2020,Central North Carolina,239915,8.1,66.6,30.1,142.8,10.2,66,10.2,72.5,0.459,9,3.7,10.9,9.9,14.3,27.400935958085356,72.59906404191464,318.7,115.4,0.006052143467478065
2020-07-05,Vance,37181,526,38,0.042,0.031,0.137,0.159,0.631,2020,Central North Carolina,42344,8,92.5,36.4,191.6,21.8,87.9,33.5,34.7,0.502,24.2,5.9,10,12.4,37,60.39432955004261,39.60567044995738,179.2,79.2,0.012422066880785943
2020-07-05,Wake,37183,5980,49,0.015,0.02,0.07,0.168,0.727,2020,Central North Carolina,1135587,8.4,59.9,23.8,125.1,7.5,49,8.1,76.2,0.444,9.2,3.7,11,9.2,12.6,39.1068428689789,60.893157131021105,1078.8,445.2,0.0052659989943527
2020-07-05,Warren,37185,171,5,0.027,0.024,0.105,0.158,0.686,2020,Central North Carolina,18637,4.8,79.7,37.5,195.5,19.9,84.2,25.3,36.3,0.484,26.4,6.5,9.7,16.6,30,61.20058565153733,38.79941434846266,48.9,27.6,0.00917529645329184
2020-07-05,Washington,37187,41,3,0.113,0.053,0.057,0.301,0.476,2020,Eastern North Carolina,10928,14.2,59,35.4,117.8,22.6,90.9,41.2,35.4,0.491,26.1,6.4,8.6,12.7,33,55.181718526014,44.818281473986005,38,18.6,0.003751830161054173
2020-07-05,Watauga,37189,93,0,0.062,0.01,0.072,0.363,0.493,2020,Western North Carolina,54259,6.8,68.3,22.2,127.1,11.4,58.3,6.6,44,0.522,24.3,3.9,8.3,13.2,9.4,7.382250424524087,92.61774957547591,163.4,102.8,0.0017140013638290421
2020-07-05,Wayne,37191,1897,28,0.017,0.018,0.09,0.132,0.744,2020,Eastern North Carolina,116967,15.3,80.4,34.4,165.5,16.5,80.3,21.4,42.4,0.46,20.6,5,10.7,14.7,25.7,46.03157860573802,53.96842139426198,221.7,95.7,0.0162182495917652
2020-07-05,Wilkes,37193,589,6,0.046,0.071,0.164,0.208,0.511,2020,Western North Carolina,65764,11.3,87.8,33.3,174.3,21.7,84.6,21,41.6,0.471,16.8,4.1,9.6,14.9,23.7,12.357600245051563,87.64239975494844,91.9,43.8,0.00895626786691807
2020-07-05,Wilson,37195,764,19,0.013,0.067,0.081,0.248,0.59,2020,Eastern North Carolina,78859,12.3,88.9,31.6,177.2,19.3,81.2,21.6,41.4,0.456,22.3,7.6,10.7,13.6,26.6,52.51365784789147,47.48634215210853,220.6,96.5,0.009688177633497762
2020-07-05,Yadkin,37197,341,5,0.073,0.027,0.08,0.199,0.621,2020,Central North Carolina,37140,8.9,78.8,32.3,159.8,20.7,88,14.6,46.3,0.447,14,3.9,9.9,14.4,21.1,15.195908691367233,84.80409130863276,114.7,51.8,0.00918147549811524
2020-07-05,Yancey,37199,49,0,0.028,0.019,0.063,0.224,0.665,2020,Western North Carolina,18433,15.3,41.9,29.5,82.6,16.8,80.3,18.3,39.7,0.444,19.1,4.4,8.6,14.4,24.5,7.34513768642127,92.65486231357873,57,35.3,0.0026582759181902026
2020-07-06,Alamance,37001,1292,37,0.04,0.073,0.126,0.175,0.586,2020,Central North Carolina,172329,11,76.9,31.9,141.2,15.1,77.1,15.9,46.1,0.459,16.1,4.1,10.5,13.9,20.9,35.75007810810161,64.24992189189838,356.5,157,0.007497287165828154
2020-07-06,Alexander,37003,124,1,0.027,0.023,0.103,0.272,0.575,2020,Western North Carolina,36373,16.2,74,30.7,132.1,18.1,86.1,14.1,46.4,0.44,15,3.5,10.1,12.9,20.6,12.488956710304393,87.5110432896956,143.1,62.3,0.0034091221510461054
2020-07-06,Alleghany,37005,37,0,0.153,0.067,0.067,0.21,0.504,2020,Western North Carolina,10929,8.1,50.4,28.6,91.3,21.1,81.3,16.9,36,0.418,20.6,4.7,8.7,16.8,23.8,12.85727085386614,87.14272914613386,47.5,34.4,0.003385488150791472
2020-07-06,Anson,37007,155,1,0.053,0.062,0.08,0.163,0.641,2020,Central North Carolina,22046,17,84.9,35.8,177.8,19.9,90.8,25.3,35.8,0.441,25.1,5.2,10.2,13.2,29.1,55.324195039594805,44.67580496040519,50.7,21.8,0.007030753878254558
2020-07-06,Ashe,37009,60,1,0.149,0.026,0.083,0.287,0.455,2020,Western North Carolina,26562,14.3,48.8,28.3,85.2,15.1,80.5,16.7,39.7,0.451,16.1,4,8.5,16.1,22.1,7.112029215389723,92.88797078461027,64,40.7,0.00225886604924328
2020-07-06,Avery,37011,18,0,0.096,0.01,0.212,0.173,0.509,2020,Western North Carolina,17696,16.4,53.3,29.6,91.5,19.5,79.8,13.7,38.1,0.496,19.7,4.2,8.5,18.5,20.1,10.93401885175664,89.06598114824335,72,56.2,0.0010171790235081375
2020-07-06,Beaufort,37013,108,0,0.037,0.08,0.041,0.219,0.623,2020,Eastern North Carolina,44531,8.2,74.3,36,155.4,14.1,80.4,21.4,41.4,0.473,19,4.9,9.2,13,26.2,33.75815119267614,66.24184880732386,57.7,29.8,0.0024252767734836405
2020-07-06,Bertie,37015,151,4,0.1,0.04,0.064,0.214,0.582,2020,Eastern North Carolina,17776,17.6,69.2,37.9,154.5,23.9,87.7,27.6,33.8,0.475,24.4,5.8,9.1,12.8,31.4,64.94270997582255,35.05729002417744,30.4,14,0.008494599459945995
2020-07-06,Bladen,37017,399,3,0.073,0.023,0.076,0.104,0.724,2020,Eastern North Carolina,29506,16.3,100.7,40.3,171,20.8,85.5,23.2,33.6,0.49,26.4,5.6,10,16.6,30.4,44.658029526965954,55.34197047303404,40.2,20.3,0.01352267335457195
2020-07-06,Brunswick,37019,674,8,0.024,0.018,0.036,0.248,0.673,2020,Eastern North Carolina,138726,9.2,70.1,29.4,135.7,10.9,72,13.5,51.5,0.443,13.8,5,9.3,14.6,19.4,16.976978880243372,83.02302111975662,126.8,91.5,0.004858498046508945
2020-07-06,Buncombe,37021,693,39,0.009,0.023,0.044,0.23,0.693,2020,Western North Carolina,269994,7,48.7,22,106,9.2,61.5,14.3,50.5,0.463,13.5,3.3,9,11.3,20.4,15.314373048555979,84.68562695144402,362.9,172.6,0.0025667237049712215
2020-07-06,Burke,37023,1110,20,0.091,0.056,0.124,0.189,0.54,2020,Western North Carolina,87779,7,69.3,32.5,135,19.5,83.3,16.3,41.4,0.452,17.7,4.1,10.1,14.2,22.7,17.60859463167445,82.39140536832555,179.3,80.6,0.012645393545153169
2020-07-06,Cabarrus,37025,1368,33,0.04,0.022,0.092,0.27,0.576,2020,Central North Carolina,227574,10.9,73.1,31.8,153.5,10.9,70,12.6,63.1,0.426,11,4,11,9.8,18.9,34.211373035175214,65.78862696482479,492.1,198.9,0.006011231511508345
2020-07-06,Caldwell,37027,522,4,0.028,0.031,0.072,0.199,0.67,2020,Western North Carolina,80828,16.4,78.5,33.7,143,21.3,85.2,18.3,39.2,0.448,17.1,4.3,9.9,13.9,24.6,11.910421923953724,88.08957807604627,176.1,79.9,0.006458158064037215
2020-07-06,Camden,37029,31,0,0.091,0.025,0.121,0.188,0.575,2020,Eastern North Carolina,10402,9.1,91.2,31.8,173.6,14.7,81.9,8.8,65.4,0.374,8.7,4.2,8.4,10.3,14.3,18.384687208216622,81.61531279178338,41.5,17.1,0.0029801961161315133
2020-07-06,Carteret,37031,109,3,0.01,0.067,0.167,0.197,0.56,2020,Eastern North Carolina,68024,8.3,86.9,27.7,142.3,9.2,73.3,13.3,51.6,0.459,12.3,4.2,8.7,12.3,16.8,12.341062079281974,87.65893792071803,131.3,95.2,0.0016023756321298366
2020-07-06,Caswell,37033,147,2,0.06,0.035,0.199,0.179,0.527,2020,Central North Carolina,22654,4.5,84.6,30.8,172.9,22.4,86.3,21.4,40.6,0.455,19.7,4.6,10.2,13.2,25.4,38.05621640673187,61.94378359326813,55.8,25,0.006488920278979429
2020-07-06,Catawba,37035,980,12,0.035,0.07,0.13,0.214,0.551,2020,Western North Carolina,161167,8.8,54.6,30.4,111.2,16,78.5,17,49.5,0.46,12.7,4,10.5,13,21.4,23.6908453722613,76.30915462773869,387.1,170.3,0.006080649264427581
2020-07-06,Chatham,37037,994,43,0.007,0.025,0.063,0.139,0.766,2020,Central North Carolina,76476,8.6,51,26.7,102.8,12.7,59.9,9.2,63.3,0.491,11.7,3.7,10.3,13.5,14.3,27.308276022368368,72.69172397763163,93.1,42.1,0.01299754171243266
2020-07-06,Cherokee,37039,45,2,0.085,0.109,0.101,0.147,0.557,2020,Western North Carolina,28761,9.5,48.9,28.8,76.1,15.1,80.8,17.4,37.2,0.421,18.4,4.7,9,15.4,24.5,7.550294190184265,92.44970580981573,60.3,38.5,0.0015646187545634714
2020-07-06,Chowan,37041,29,0,0.044,0.011,0.152,0.296,0.497,2020,Eastern North Carolina,13690,13.1,63.9,33.8,106,16.1,81,21.7,41.2,0.446,18.9,5.5,8.6,12.1,26.9,39.51101290184618,60.48898709815382,85.8,42.3,0.002118334550766983
2020-07-06,Clay,37043,12,0,0.099,0.091,0.095,0.169,0.546,2020,Western North Carolina,11123,3.7,40.4,29.1,73.4,10.8,76.9,16.9,37.6,0.482,15.3,4.4,8.5,15.1,23.8,6.176496992548703,93.8235030074513,49.3,33.2,0.0010788456351703676
2020-07-06,Cleveland,37045,398,5,0.062,0.121,0.094,0.151,0.573,2020,Western North Carolina,99474,13.2,70.4,31.3,149.6,16,83.5,24.6,38.7,0.468,20.6,4.5,10.6,12,28.7,26.29832556710533,73.70167443289468,211.3,93.4,0.004001045499326457
2020-07-06,Columbus,37047,565,39,0.179,0.043,0.113,0.155,0.511,2020,Eastern North Carolina,50418,16.9,101.5,37.3,200.6,19.4,87.5,23.2,35.3,0.509,24.6,5.2,9.7,14.9,32.6,40.07546491779714,59.92453508220286,62,27.8,0.011206315204887143
2020-07-06,Craven,37049,402,6,0.034,0.068,0.212,0.215,0.47,2020,Eastern North Carolina,101181,14.1,69.5,30.8,139.1,12.3,75.7,15.8,49.5,0.441,15.3,4.5,9.4,11.9,18.7,33.125388681592035,66.87461131840796,146,63.5,0.003973077949417381
2020-07-06,Cumberland,37051,1374,41,0.028,0.047,0.1,0.175,0.649,2020,Eastern North Carolina,336494,11.9,100.7,34.3,192.4,9.5,75.7,21.4,45.3,0.445,18.8,5.4,10.6,10.8,23.4,55.99404206662053,44.00595793337948,489.7,207.8,0.0040832823170695465
2020-07-06,Currituck,37053,20,0,0.157,0.021,0.131,0.167,0.524,2020,Eastern North Carolina,28424,7.8,81.5,27.1,159.6,12.4,77.1,9.2,57.6,0.38,10.2,4.4,8.5,11.7,14.4,11.513741134751774,88.48625886524822,89.9,55.2,7.036307345904869e-4
2020-07-06,Dare,37055,76,1,0.028,0.005,0.102,0.194,0.671,2020,Eastern North Carolina,37137,8.2,45.3,23,83.8,6.8,70.2,8.7,56.4,0.412,10.9,5,8.2,12.9,15.7,11.399687679789595,88.6003123202104,88.5,87.4,0.0020464765597651936
2020-07-06,Davidson,37057,1102,15,0.058,0.085,0.169,0.134,0.554,2020,Central North Carolina,169638,13.4,75.9,32.5,153.2,16.6,81.9,17.4,46.3,0.436,15.4,4.2,10.8,13,21.8,19.348914256905182,80.65108574309482,294.7,131.5,0.006496185996062203
2020-07-06,Davie,37059,223,3,0.074,0.067,0.037,0.14,0.681,2020,Central North Carolina,42818,13.3,71.6,35.8,148.3,12.7,77,12.9,54.2,0.475,11.6,3.8,10.4,12.3,17.3,14.960335104017972,85.03966489598203,156.1,69.1,0.0052080900555841
2020-07-06,Duplin,37061,1579,28,0.068,0.044,0.143,0.126,0.62,2020,Eastern North Carolina,48591,18.3,92.4,39.3,177.7,26.7,89.2,18,38.8,0.445,21.3,4.5,9.9,20.1,25.2,48.18030447193149,51.81969552806851,71.7,31.5,0.03249572966187154
2020-07-06,Durham,37063,4176,67,0.017,0.014,0.033,0.104,0.832,2020,Central North Carolina,326474,6.7,62.4,26.2,134.7,12.3,52.7,14.3,54.3,0.48,16.1,3.9,10.6,12.8,20.2,56.61601507866097,43.38398492133902,935.7,420.4,0.012791217677364812
2020-07-06,Edgecombe,37065,347,9,0.021,0.037,0.055,0.184,0.703,2020,Eastern North Carolina,48824,14,107.5,36.3,207,21.5,88.4,32.5,34.6,0.467,23.9,7.8,10.2,12,36.6,63.3592923757331,36.6407076242669,111.9,49.2,0.007107160412911683
2020-07-06,Forsyth,37067,3353,37,0.02,0.022,0.068,0.183,0.706,2020,Central North Carolina,383864,10,67.3,33.1,149,11.5,66.2,15.7,49,0.497,17.5,4.3,9.4,12.4,20.8,42.65165563612671,57.348344363873295,859.2,384.4,0.0087348644311527
2020-07-06,Franklin,37069,388,21,0.038,0.03,0.061,0.127,0.745,2020,Central North Carolina,69097,7.1,76.1,34.5,163.6,15.8,79,17.1,49.5,0.427,15.3,4.4,10.6,13.1,21.9,35.72084073416222,64.27915926583778,123.3,54.1,0.005615294441147951
2020-07-06,Gaston,37071,1385,12,0.038,0.079,0.054,0.197,0.632,2020,Central North Carolina,229303,9.1,71.4,30.3,154.1,15.9,79.5,19.9,48.9,0.462,15.7,4.3,10.9,11.5,25.1,27.045583048383186,72.9544169516168,578.8,249.1,0.006040043087094368
2020-07-06,Gates,37073,27,2,0.008,0.022,0.19,0.21,0.57,2020,Eastern North Carolina,10437,12.2,91.5,35,198,14,84.3,16.3,45.8,0.4,15.2,4.5,8.8,11.3,19.2,35.39272444482848,64.60727555517151,35.8,15.3,0.0025869502730669733
2020-07-06,Graham,37075,10,0,0.095,0.072,0.096,0.236,0.502,2020,Western North Carolina,8006,5.1,60.8,31.9,115.6,18.2,85.8,18.2,35.8,0.429,19.9,6.2,8.4,16.7,29.1,13.036303630363037,86.96369636963696,30.3,20.3,0.0012490632025980515
2020-07-06,Granville,37077,854,21,0.042,0.033,0.082,0.107,0.736,2020,Central North Carolina,60931,9.3,79.1,32.6,153.8,16.4,79,13.7,50.4,0.416,15.2,3.6,10.5,11.8,18.4,41.374033103218835,58.625966896781165,112.7,42.9,0.014015853998785511
2020-07-06,Greene,37079,190,3,0.072,0.061,0.127,0.24,0.501,2020,Eastern North Carolina,20331,10.5,91.8,33.8,186.6,24.8,90.2,20.9,39.7,0.45,23.7,4.5,10.4,18.2,24.8,52.79364172853608,47.20635827146393,80.3,30.9,0.009345334710540554
